team,team_efficiency,rest_days,betting_volume,win,game_date,score,season
Mavericks,0.9650818668564897,4,3816,0,2024-12-24 00:00:00,104,2024-2025
Nuggets,1.0048622389177404,4,4799,0,2024-12-24 00:00:00,104,2024-2025
Nets,1.00703514969421,1,8789,1,2024-12-24 00:00:00,126,2024-2025
76ers,0.9587663195858799,2,1891,0,2024-12-24 00:00:00,99,2024-2025
Heat,1.1855541851454383,5,7923,0,2024-12-24 00:00:00,105,2024-2025
Nets,1.0724541600330324,5,4039,0,2024-12-23 00:00:00,98,2024-2025
Lakers,1.1219267848150491,5,5063,1,2024-12-23 00:00:00,122,2024-2025
Suns,0.9806880786758914,4,9127,0,2024-12-23 00:00:00,88,2024-2025
Nuggets,1.0174960704421296,2,5460,1,2024-12-23 00:00:00,105,2024-2025
Warriors,0.9659500304358783,3,9763,0,2024-12-23 00:00:00,94,2024-2025
Mavericks,1.1259760385778186,4,1385,1,2024-12-23 00:00:00,121,2024-2025
Heat,1.0255278199527662,1,1574,0,2024-12-23 00:00:00,104,2024-2025
76ers,0.9481398829111882,4,7499,1,2024-12-23 00:00:00,123,2024-2025
Celtics,1.1789357599720023,1,7278,1,2024-12-23 00:00:00,116,2024-2025
Bucks,1.0706438818915305,1,6539,0,2024-12-23 00:00:00,88,2024-2025
Bucks,1.0507038053789928,3,5964,0,2024-12-22 00:00:00,95,2024-2025
Nuggets,0.8416754673636309,5,2347,0,2024-12-22 00:00:00,95,2024-2025
Suns,1.119051202017158,5,5284,1,2024-12-22 00:00:00,112,2024-2025
76ers,0.9141879858740195,3,9497,0,2024-12-22 00:00:00,93,2024-2025
Warriors,0.9009309074392476,4,2310,1,2024-12-22 00:00:00,117,2024-2025
Mavericks,1.1881607320517429,5,8185,1,2024-12-22 00:00:00,127,2024-2025
Celtics,1.1151490891696965,2,4665,0,2024-12-22 00:00:00,104,2024-2025
Heat,0.9091112670900583,4,4749,1,2024-12-22 00:00:00,112,2024-2025
76ers,1.1315737445920355,2,2919,1,2024-12-21 00:00:00,101,2024-2025
Celtics,1.0797596983543696,4,8877,0,2024-12-21 00:00:00,89,2024-2025
Lakers,1.1067916916054776,4,5193,1,2024-12-21 00:00:00,118,2024-2025
Mavericks,0.9078200362337345,1,2112,0,2024-12-21 00:00:00,107,2024-2025
Bucks,1.1559363684004966,5,2531,0,2024-12-21 00:00:00,85,2024-2025
Heat,1.0478055566061923,4,7970,0,2024-12-21 00:00:00,85,2024-2025
Warriors,1.0410050019552781,4,5997,1,2024-12-21 00:00:00,114,2024-2025
Nets,1.0336329299562568,5,3966,1,2024-12-21 00:00:00,122,2024-2025
Nuggets,0.8459428261932481,4,4620,0,2024-12-21 00:00:00,95,2024-2025
Suns,0.8210338244015751,4,6010,1,2024-12-21 00:00:00,95,2024-2025
Bucks,0.8588186619847032,5,5345,0,2024-12-20 00:00:00,94,2024-2025
Nuggets,1.1936037952403782,5,9620,0,2024-12-20 00:00:00,87,2024-2025
Warriors,1.011006255080072,1,2642,1,2024-12-20 00:00:00,104,2024-2025
Nets,1.1847025125690112,5,7175,0,2024-12-20 00:00:00,106,2024-2025
Mavericks,0.840104032997819,3,1052,0,2024-12-20 00:00:00,106,2024-2025
76ers,1.0279482965571833,4,3372,0,2024-12-20 00:00:00,100,2024-2025
Celtics,0.9833039036548457,4,6117,1,2024-12-20 00:00:00,107,2024-2025
Lakers,0.8950696734122648,4,7073,1,2024-12-20 00:00:00,106,2024-2025
Heat,0.8846224373569932,4,6239,1,2024-12-20 00:00:00,120,2024-2025
Suns,1.0628001642486042,3,6164,0,2024-12-20 00:00:00,93,2024-2025
Nuggets,1.132454471668865,5,6950,1,2024-12-19 00:00:00,119,2024-2025
Bucks,0.8442552137490862,3,7517,0,2024-12-19 00:00:00,110,2024-2025
Celtics,0.9319301258521149,1,5778,0,2024-12-19 00:00:00,91,2024-2025
76ers,0.9292585940020694,3,7269,1,2024-12-19 00:00:00,119,2024-2025
Heat,0.8530227590730952,2,4437,0,2024-12-19 00:00:00,94,2024-2025
Mavericks,0.9898191204843101,4,4025,1,2024-12-19 00:00:00,115,2024-2025
Warriors,0.9034125454813757,4,1950,0,2024-12-19 00:00:00,92,2024-2025
Suns,0.8098656608821442,5,9941,1,2024-12-19 00:00:00,100,2024-2025
Bucks,0.844158434101127,2,7612,0,2024-12-18 00:00:00,106,2024-2025
76ers,1.1476184308309938,2,2765,1,2024-12-18 00:00:00,126,2024-2025
Mavericks,1.0927813521244132,1,1853,0,2024-12-18 00:00:00,118,2024-2025
Heat,0.8213160414267289,5,4003,0,2024-12-18 00:00:00,106,2024-2025
Nets,1.0998483952770948,1,6299,0,2024-12-18 00:00:00,127,2024-2025
Lakers,0.8389014524606445,3,6513,0,2024-12-18 00:00:00,127,2024-2025
Nuggets,0.9897855167363055,4,5308,0,2024-12-18 00:00:00,99,2024-2025
Warriors,1.0859307980738,1,1250,1,2024-12-18 00:00:00,126,2024-2025
Mavericks,0.8478692591067674,2,3784,0,2024-12-17 00:00:00,91,2024-2025
Nets,1.0789772251766692,5,7244,1,2024-12-17 00:00:00,119,2024-2025
Suns,0.8952581450661631,1,3785,0,2024-12-17 00:00:00,91,2024-2025
Warriors,1.1184553323885498,1,8818,1,2024-12-17 00:00:00,103,2024-2025
Lakers,1.1935943187010292,1,6524,0,2024-12-17 00:00:00,101,2024-2025
Celtics,1.1897868833801357,2,6189,1,2024-12-17 00:00:00,103,2024-2025
76ers,1.0807425422588226,2,7490,1,2024-12-17 00:00:00,98,2024-2025
Bucks,1.0418661056895797,2,7681,0,2024-12-17 00:00:00,97,2024-2025
Heat,1.0008331417303307,2,7419,1,2024-12-17 00:00:00,121,2024-2025
Nuggets,1.0916953538393548,5,6469,0,2024-12-17 00:00:00,107,2024-2025
Bucks,1.173588360287157,2,6144,0,2024-12-16 00:00:00,93,2024-2025
Heat,0.8893536960130525,4,2946,0,2024-12-16 00:00:00,89,2024-2025
Suns,1.0836484005785618,5,2940,1,2024-12-16 00:00:00,117,2024-2025
Nets,0.8865717962387919,2,2326,1,2024-12-16 00:00:00,106,2024-2025
Lakers,0.809386318768985,3,8218,1,2024-12-16 00:00:00,91,2024-2025
Celtics,0.9938838195280508,3,3284,0,2024-12-16 00:00:00,89,2024-2025
76ers,0.9839134482095399,3,1458,1,2024-12-16 00:00:00,127,2024-2025
Warriors,0.8151210950434946,4,5643,0,2024-12-16 00:00:00,103,2024-2025
Mavericks,1.1309712338411488,1,7852,0,2024-12-15 00:00:00,97,2024-2025
Celtics,1.1171540187752753,2,5292,1,2024-12-15 00:00:00,113,2024-2025
Lakers,0.8208834338587876,1,9304,0,2024-12-15 00:00:00,87,2024-2025
Warriors,1.1881674424667676,4,6560,1,2024-12-15 00:00:00,92,2024-2025
Nuggets,0.9515777424970199,4,2292,1,2024-12-15 00:00:00,119,2024-2025
Nets,0.9428479917979965,4,8840,0,2024-12-15 00:00:00,117,2024-2025
Suns,0.9628705662808401,4,7045,1,2024-12-15 00:00:00,120,2024-2025
76ers,1.0484599403286268,4,9829,0,2024-12-15 00:00:00,89,2024-2025
Warriors,0.9860130964671503,1,8721,0,2024-12-14 00:00:00,94,2024-2025
Mavericks,0.8201098583592565,2,3175,0,2024-12-14 00:00:00,94,2024-2025
Heat,0.9590742188011693,5,3142,1,2024-12-14 00:00:00,113,2024-2025
Nuggets,0.8483266643435229,1,4863,1,2024-12-14 00:00:00,123,2024-2025
Bucks,1.0488076385589313,2,7856,0,2024-12-14 00:00:00,92,2024-2025
Nets,0.9153318586204092,3,9159,0,2024-12-14 00:00:00,122,2024-2025
Lakers,0.8329271572308388,3,4780,1,2024-12-14 00:00:00,126,2024-2025
76ers,0.8066080955066127,1,5176,1,2024-12-14 00:00:00,124,2024-2025
Mavericks,0.9805785960260162,5,4051,0,2024-12-13 00:00:00,112,2024-2025
76ers,0.8455369856935598,4,4414,1,2024-12-13 00:00:00,121,2024-2025
Nuggets,0.8111547573385262,1,3273,0,2024-12-13 00:00:00,91,2024-2025
Suns,0.8467598443005098,2,1997,1,2024-12-13 00:00:00,120,2024-2025
Bucks,0.9752945846491857,1,1317,0,2024-12-13 00:00:00,95,2024-2025
Heat,1.089158087620636,2,2713,1,2024-12-13 00:00:00,113,2024-2025
Warriors,0.9950328523302592,2,7642,0,2024-12-13 00:00:00,100,2024-2025
Celtics,0.9822450777749452,3,4754,1,2024-12-13 00:00:00,112,2024-2025
Nets,1.1481998280619032,3,4586,0,2024-12-13 00:00:00,112,2024-2025
Lakers,1.1781286619792715,5,5023,1,2024-12-13 00:00:00,114,2024-2025
Mavericks,0.8157134063161005,3,3679,1,2024-12-12 00:00:00,102,2024-2025
Suns,0.8152662413012082,1,9907,0,2024-12-12 00:00:00,101,2024-2025
Bucks,1.1869560728182202,4,5656,1,2024-12-12 00:00:00,124,2024-2025
Heat,0.9118551096546731,4,9650,0,2024-12-12 00:00:00,115,2024-2025
Celtics,1.1030301695538158,3,9003,1,2024-12-12 00:00:00,125,2024-2025
Warriors,0.9198661993655232,4,8875,0,2024-12-12 00:00:00,108,2024-2025
Nets,1.1133319781862143,1,6992,0,2024-12-12 00:00:00,87,2024-2025
Nuggets,1.1621009702573146,4,8045,1,2024-12-12 00:00:00,120,2024-2025
76ers,0.8672221027791795,4,4139,0,2024-12-12 00:00:00,98,2024-2025
Lakers,1.0987583201384816,2,9484,1,2024-12-12 00:00:00,110,2024-2025
Mavericks,0.9853411075343729,4,9033,0,2024-12-11 00:00:00,91,2024-2025
Warriors,0.8713986571042216,5,8863,0,2024-12-11 00:00:00,90,2024-2025
Bucks,1.1153665459358082,1,1186,1,2024-12-11 00:00:00,117,2024-2025
Nets,0.9299027563165384,2,5700,0,2024-12-11 00:00:00,117,2024-2025
Celtics,1.1651880377821735,1,8531,1,2024-12-11 00:00:00,122,2024-2025
Suns,1.0328654582249273,5,9640,1,2024-12-11 00:00:00,121,2024-2025
76ers,0.9418871246462336,2,8421,1,2024-12-11 00:00:00,112,2024-2025
Lakers,1.0608159561128858,5,8066,0,2024-12-11 00:00:00,90,2024-2025
Heat,1.0769268989518532,5,8534,1,2024-12-11 00:00:00,126,2024-2025
Nuggets,0.8885771416209707,3,1379,0,2024-12-11 00:00:00,120,2024-2025
Lakers,0.9373113200484727,5,7810,0,2024-12-10 00:00:00,107,2024-2025
Nets,1.1759371024698724,1,3079,1,2024-12-10 00:00:00,117,2024-2025
Heat,1.154513304686189,5,3155,0,2024-12-10 00:00:00,89,2024-2025
Suns,1.1808751553549257,2,2184,1,2024-12-10 00:00:00,110,2024-2025
Nuggets,1.1448389914778445,5,9714,0,2024-12-10 00:00:00,89,2024-2025
Warriors,0.9169146354261148,5,9638,1,2024-12-10 00:00:00,112,2024-2025
Mavericks,0.8522846017830007,2,4131,0,2024-12-10 00:00:00,94,2024-2025
Bucks,0.8833763282672036,3,8310,1,2024-12-10 00:00:00,104,2024-2025
Celtics,0.9695726975402864,1,2141,1,2024-12-10 00:00:00,110,2024-2025
76ers,0.8195765192009081,3,1603,0,2024-12-10 00:00:00,95,2024-2025
Heat,0.8699033280533554,5,7405,0,2024-12-09 00:00:00,111,2024-2025
Lakers,1.1310072422825521,2,2749,0,2024-12-09 00:00:00,106,2024-2025
Warriors,1.1236313991635274,5,9118,1,2024-12-09 00:00:00,126,2024-2025
Suns,1.1707290036041202,3,9397,1,2024-12-09 00:00:00,122,2024-2025
Mavericks,1.1860409789791273,2,4590,1,2024-12-09 00:00:00,96,2024-2025
Celtics,0.8887611727236063,3,2570,1,2024-12-09 00:00:00,107,2024-2025
Bucks,1.1041623210977507,5,8275,0,2024-12-09 00:00:00,99,2024-2025
Nuggets,0.9577238691212014,5,5363,0,2024-12-09 00:00:00,86,2024-2025
Warriors,1.1504640861220807,5,4207,0,2024-12-08 00:00:00,104,2024-2025
Suns,1.1143910998157485,3,6705,1,2024-12-08 00:00:00,115,2024-2025
Celtics,1.0349172859848366,3,9451,0,2024-12-08 00:00:00,97,2024-2025
Mavericks,0.9899652947253456,4,1498,1,2024-12-08 00:00:00,108,2024-2025
76ers,0.9110135528486476,1,3289,0,2024-12-08 00:00:00,104,2024-2025
Bucks,0.8954451164793547,5,8681,1,2024-12-08 00:00:00,111,2024-2025
Nuggets,1.0028543532271672,2,5476,0,2024-12-08 00:00:00,96,2024-2025
Heat,0.8493401949458078,5,4767,1,2024-12-08 00:00:00,104,2024-2025
Nets,1.0147894975230403,2,5482,0,2024-12-08 00:00:00,86,2024-2025
Lakers,1.154615715184056,2,1821,1,2024-12-08 00:00:00,119,2024-2025
Nuggets,0.8031868876934175,5,5615,1,2024-12-07 00:00:00,120,2024-2025
Warriors,1.075725451682471,4,6315,1,2024-12-07 00:00:00,121,2024-2025
Mavericks,0.9254940478973108,4,2752,0,2024-12-07 00:00:00,118,2024-2025
Heat,1.0793473794679618,4,7358,0,2024-12-07 00:00:00,86,2024-2025
Suns,0.9511634665585762,5,8846,0,2024-12-07 00:00:00,88,2024-2025
76ers,1.1633389609782205,5,4745,0,2024-12-07 00:00:00,101,2024-2025
Bucks,0.9048290302476679,5,4605,1,2024-12-07 00:00:00,123,2024-2025
Lakers,1.1006885134712554,3,1886,1,2024-12-07 00:00:00,115,2024-2025
Nets,1.1385697514226802,3,2507,1,2024-12-06 00:00:00,92,2024-2025
Warriors,0.9616535510934598,5,4284,0,2024-12-06 00:00:00,88,2024-2025
Mavericks,1.04535298645118,4,9419,0,2024-12-06 00:00:00,108,2024-2025
76ers,0.9295926564167405,1,5341,1,2024-12-06 00:00:00,122,2024-2025
Nuggets,0.9841983130912065,5,7361,1,2024-12-06 00:00:00,101,2024-2025
Suns,0.9556907791546859,4,4327,0,2024-12-06 00:00:00,99,2024-2025
Lakers,0.961404946221875,4,5296,0,2024-12-06 00:00:00,85,2024-2025
Heat,1.128239269172886,1,9402,1,2024-12-06 00:00:00,105,2024-2025
Suns,0.9381350603019224,3,1335,1,2024-12-05 00:00:00,93,2024-2025
Celtics,1.087582424748278,2,3735,0,2024-12-05 00:00:00,87,2024-2025
Bucks,0.9971802578822513,2,9295,0,2024-12-05 00:00:00,115,2024-2025
Mavericks,0.8812612048567412,2,1332,1,2024-12-05 00:00:00,129,2024-2025
76ers,1.1572882343175712,5,5621,1,2024-12-05 00:00:00,107,2024-2025
Heat,0.8199182983898348,1,8137,0,2024-12-05 00:00:00,96,2024-2025
Warriors,0.9847165662449551,1,7262,0,2024-12-05 00:00:00,122,2024-2025
Nuggets,1.1503314372352023,1,2034,1,2024-12-05 00:00:00,126,2024-2025
Nuggets,0.896916074478124,5,3956,1,2024-12-04 00:00:00,105,2024-2025
Celtics,1.0287221263538286,4,1787,0,2024-12-04 00:00:00,88,2024-2025
76ers,1.1124874004337666,5,4863,1,2024-12-04 00:00:00,124,2024-2025
Lakers,0.9376837445650787,2,4047,0,2024-12-04 00:00:00,107,2024-2025
Mavericks,0.9846448571713006,3,6467,1,2024-12-04 00:00:00,104,2024-2025
Heat,1.1531049521210746,3,4841,0,2024-12-04 00:00:00,91,2024-2025
Nets,0.8405326374746794,2,9701,0,2024-12-04 00:00:00,89,2024-2025
Warriors,1.1972433779342946,5,3455,1,2024-12-04 00:00:00,114,2024-2025
Celtics,1.0567320836978151,1,1794,0,2024-12-03 00:00:00,111,2024-2025
Warriors,0.98892738240315,1,4518,1,2024-12-03 00:00:00,128,2024-2025
Suns,1.0714295029109027,5,7307,0,2024-12-03 00:00:00,118,2024-2025
76ers,0.8248232652519579,1,2079,1,2024-12-03 00:00:00,122,2024-2025
Heat,1.015669170937003,1,7067,0,2024-12-03 00:00:00,89,2024-2025
Bucks,0.8742082293243093,5,1300,0,2024-12-03 00:00:00,114,2024-2025
Nuggets,1.108097175062573,5,3523,1,2024-12-03 00:00:00,127,2024-2025
Mavericks,1.1074289211458037,1,8512,1,2024-12-03 00:00:00,90,2024-2025
Lakers,1.1287671205691785,1,6619,0,2024-12-03 00:00:00,85,2024-2025
Nets,0.8094802505824712,4,8701,1,2024-12-03 00:00:00,121,2024-2025
